materials,RL,RL_z_xy,zin/z0,a,b,r,theta,a_1,b_1,r_1,tehta_1,z_xy,z,r1,RL_r,RL_r1,theta_eu1,theta_eu2,theta1,d,f,e1,e2,u1,u2,tane,tanu,ac,C0,dm,e12,u12,sqrt_eu1,sqrt_eu2,tanh_eu,z1,z2,e_c,u_c,sqrt_eu1_c,sqrt_eu2_c,tanh_eu_c,zin/z0_c,z1_c,z2_c,z_c
sample679,-4.638316814790758,-4.638316814790758,0.26537215238974016,0.2614171119249329,-0.04564507483607161,0.2653721523897401,-0.17286364033638085,-0.5834450137656975,-0.05729783231007959,0.5862517596353028,-3.0437004992970405,0.5862517596353027,0.5862517596353027,0.16374838991554083,-4.723017707011055,-2.8704425235917737,0.07899702310031115,0.821802049283097,2.4313005608332525,1,9.88,49.076,19.114,1.398,0.676,0.38947754503219495,0.4835479256080115,747.5956875037114,3.5008653600575397e-11,0.9158545935437093,52.66686597852581,1.552861874089257,0.17171082536246163,9.04347102642682,1.5454596518860726,0.7399919968581401,1.2622426878828925,(49.076-19.114j),(1.398-0.676j),(0.17157689696369013-0.006780558603024933j),(8.29070419825184-3.612283502566025j),(1.5317360392431094-0.20549997978504114j),(0.2614171119249329-0.04564507483607161j),(-0.7385828880750671-0.04564507483607161j),(1.2614171119249329-0.04564507483607161j),(-0.5834450137656975-0.057297832310079594j)
sample680,-4.568198807103637,-4.56819880710364,0.2600597301766573,0.257441279335852,-0.03681101674058511,0.26005973017665734,-0.14202530401986352,-0.5891696120774016,-0.04652221153794792,0.5910035092635385,-3.0627938132490504,0.5910035092635385,0.5910035092635386,0.15924509121172287,-4.623889374236541,-2.790117078428676,0.1794432928054328,0.8792737575152771,2.5389954039179936,1,9.922,48.398,17.662,1.258,0.736,0.364932435224596,0.5850556438791733,766.5313458609065,4.6872412759041447e-11,0.9680959122154448,51.52002181676557,1.4574841337043776,0.16819531660732231,8.665426381087038,1.5461770007770583,0.7434705808489344,1.2579799767608624,(48.398-17.662j),(1.258-0.736j),(0.16751878667862252-0.01507052216612132j),(7.841398675173939-3.6880999421137703j),(1.5440625658484848-0.08083384487535443j),(0.257441279335852-0.03681101674058511j),(-0.742558720664148-0.03681101674058511j),(1.257441279335852-0.03681101674058511j),(-0.5891696120774017-0.04652221153794792j)
sample681,-4.498497087997187,-4.498497087997185,0.25474657038164333,0.2534900707735698,-0.02527051919569817,0.25474657038164333,-0.09936207971831693,-0.5948969324912757,-0.03215332493444329,0.5957652193539578,-3.08759662726631,0.5957652193539579,0.5957652193539578,0.1520367757142752,-4.525040679629391,-2.6617865092403097,0.2371138843107788,0.9024186825391841,2.5909756246945737,1,9.964,48.172,16.643,1.127,0.722,0.3454911566885328,0.6406388642413486,751.6943541259509,5.704999971871663e-11,1.0208892282631448,50.965979172385175,1.3384367747488113,0.16205362272277354,8.25922156049844,1.5719893582227433,0.7469375299006403,1.2537447733364033,(48.172-16.643j),(1.127-0.722j),(0.16091606361183758-0.01916760572544386j),(7.4326421542208765-3.601467949697894j),(1.5716997730778786+0.03017226661186498j),(0.2534900707735698-0.02527051919569817j),(-0.7465099292264302-0.02527051919569817j),(1.2534900707735699-0.02527051919569817j),(-0.5948969324912757-0.0321533249344433j)
sample682,-4.4676506024632765,-4.467650602463273,0.2519961860416294,0.2516954337157084,-0.01230798221435692,0.2519961860416294,-0.04886137837514862,-0.5976783066659322,-0.015710048669215174,0.597884741307424,-3.115313580168075,0.5978847413074242,0.597884741307424,0.14426888523114748,-4.473983872245997,-2.523815308354948,0.2512638683652531,0.8885707406160734,2.5842026747987,1,10.006,48.385,15.962,1.033,0.662,0.3298956288105818,0.6408518877057116,712.274942610758,6.200073641252922e-11,1.0595113298462608,50.949913336530805,1.2269201277996868,0.15518024056091156,7.906419808120446,1.6238935133156691,0.7484057792054458,1.2517559447475952,(48.385-15.962j),(1.033-0.662j),(0.15395721587682765-0.019444349821947444j),(7.1388491783423795-3.39827994596085j),(1.6191104777546188+0.12454478477205526j),(0.2516954337157084-0.01230798221435692j),(-0.7483045662842915-0.01230798221435692j),(1.2516954337157085-0.01230798221435692j),(-0.5976783066659322-0.015710048669215174j)
sample683,-4.5152323511263965,-4.515232351126398,0.2542186271259493,0.2542185353942059,-0.0002159625599566159,0.2542186271259493,-0.0008495151923916937,-0.5946183892692446,-0.00027457564992231767,0.5946184526643438,-3.1411308857814615,0.5946184526643438,0.5946184526643439,0.13780065541748976,-4.515234290189166,-2.40916982443413,0.2435867884481263,0.847776848065431,2.539570242289494,1,10.048,48.817,15.213,0.975,0.592,0.31163324251797525,0.6071794871794871,661.1499784524958,6.197732802338389e-11,1.0811953259490683,51.132522507695626,1.1406528832208334,0.14935788055906646,7.637045189388182,1.7020770927812785,0.7457814958748914,1.2542185539873878,(48.817-15.213j),(0.975-0.592j),(0.1482514893895121-0.018145863960906974j),(6.961139929090535-3.1411765490622434j),(1.6896437596560503+0.20535431630753792j),(0.2542185353942059-0.0002159625599566159j),(-0.7457814646057941-0.0002159625599566159j),(1.254218535394206-0.0002159625599566159j),(-0.5946183892692447-0.0002745756499223177j)
sample684,-4.63247592444973,-4.632475924449729,0.2607443749069026,0.26054899064523107,0.010092200916682274,0.2607443749069026,0.03871501535235542,-0.5865085964483123,0.012701897054555813,0.5866461215217857,3.119939242388323,0.586646121521786,0.5866461215217859,0.13302850904483285,-4.636648026380889,-2.32472042080708,0.2186382792178041,0.794660982971271,2.473980122580173,1,10.09,49.418,14.64,0.946,0.525,0.2962483305678093,0.5549682875264271,610.7395269654057,5.8141450782956257e-11,1.0864064121450272,51.54093833061249,1.0819154310758303,0.1448840231876284,7.467458504204586,1.7996765217461708,0.7395198765111924,1.2605893900616703,(49.418-14.64j),(0.946-0.525j),(0.1440191541314736-0.015807068617808343j),(6.8857230743044475-2.8895941334396262j),(1.7799933505363956+0.26544162252859155j),(0.26054899064523107+0.010092200916682274j),(-0.7394510093547689+0.010092200916682274j),(1.2605489906452312+0.010092200916682274j),(-0.5865085964483123+0.012701897054555813j)
sample685,-4.717377037916122,-4.717377037916121,0.2655291118286665,0.26513058482048263,0.014542428314052235,0.2655291118286665,0.0547951524354636,-0.5806556239019133,0.018169326847045433,0.5809398230514026,3.110311805638315,0.5809398230514028,0.5809398230514027,0.1317925286604576,-4.72595106822343,-2.3028660771242935,0.1954178459177458,0.7696087441272081,2.437317667086081,1,10.111,49.561,14.633,0.945,0.495,0.295252315328585,0.5238095238095238,590.3041808065806,5.482106541301854e-11,1.0831574526829892,51.676081604548926,1.0667942632016727,0.14367974484876384,7.424806219725488,1.8480622450169322,0.7350132921162414,1.2652141632425262,(49.561-14.633j),(0.945-0.495j),(0.14299443265629774-0.014016465642572118j),(6.881844135131015-2.7871075867711212j),(1.8266132169139122+0.2807458232145806j),(0.26513058482048263+0.014542428314052235j),(-0.7348694151795174+0.014542428314052235j),(1.2651305848204826+0.014542428314052235j),(-0.5806556239019133+0.018169326847045433j)
sample686,-4.888306508360739,-4.888306508360737,0.27497737858701227,0.2743040089406521,0.01923198933214465,0.27497737858701227,0.06999740623657255,-0.569126788918906,0.023681499433057373,0.569619272216577,3.1000064084858314,0.5696192722165772,0.5696192722165769,0.13033717386649957,-4.903018442628657,-2.277142083375265,0.14489144715548258,0.726296045787441,2.368741769365182,1,10.153,49.987,14.955,0.954,0.444,0.2991777862244183,0.46540880503144655,559.7781299045455,4.804982768169507e-11,1.068992177238843,52.176164998972475,1.0522604240396005,0.14201216256624846,7.409650025917482,1.9362945653245425,0.7259507840434369,1.2744491267272653,(49.987-14.955j),(0.954-0.444j),(0.14163965842907564-0.010279176856021146j),(6.9264165160124085-2.632046305308755j),(1.9166840050978382+0.2748800980563502j),(0.2743040089406521+0.01923198933214465j),(-0.7256959910593479+0.01923198933214465j),(1.274304008940652+0.01923198933214465j),(-0.5691267889189059+0.02368149943305737j)
sample687,-5.041429146297891,-5.0414291462978875,0.28311175372739555,0.2824423765754479,0.019456850028057818,0.28311175372739555,0.06877919619902839,-0.5591653711721449,0.02365521239000698,0.5596655084881496,3.0993133618789974,0.5596655084881497,0.5596655084881494,0.13007312120132355,-5.056260465959039,-2.272475911339835,0.09698582398506733,0.6950814309460527,2.3135743429385864,1,10.195,50.306,15.509,0.971,0.406,0.30829324533852825,0.41812564366632343,541.3946120734374,4.2237708016674174e-11,1.051876854206492,52.64240417192209,1.0524623508705668,0.14139544755156383,7.443396298079234,2.0022692288176454,0.717821364928424,1.2825899649730217,(50.306-15.509j),(0.971-0.406j),(0.14122923001095014-0.0068539899927837844j),(6.998379114132773-2.5351209488168065j),(1.988516649548974+0.23427248907315507j),(0.2824423765754479+0.019456850028057818j),(-0.7175576234245521+0.019456850028057818j),(1.2824423765754478+0.019456850028057818j),(-0.5591653711721448+0.023655212390006973j)
sample688,-5.215981790771462,-5.21598179077146,0.2923013282102256,0.29166526947409854,0.019272702354976072,0.2923013282102256,0.06598223151601415,-0.5480441293460164,0.02309808465269115,0.5485306638878596,3.0994711866223272,0.5485306638878599,0.5485306638878598,0.1305580489848776,-5.230308203323663,-2.281045499994838,0.06498901279513436,0.6689508522234255,2.271445358620993,1,10.237,50.217,15.643,0.986,0.379,0.31150805504112156,0.3843813387423935,524.7080668327467,3.808137989114314e-11,1.040483252824125,52.59705826374703,1.0563318607331693,0.14171618808844377,7.45385460180401,2.062582490772353,0.7085968723648622,1.2918090437141472,(50.217-15.643j),(0.986-0.379j),(0.1416413761099082-0.004604187225852061j),(7.040781683337256-2.4469045164079075j),(2.0525894504388633+0.2027882619575603j),(0.29166526947409854+0.019272702354976072j),(-0.7083347305259015+0.019272702354976072j),(1.2916652694740987+0.019272702354976072j),(-0.5480441293460164+0.023098084652691146j)
sample689,-5.359590212677836,-5.359590212677836,0.29976741866364154,0.2992035862291535,0.018377140144115345,0.29976741866364154,0.06134312646068423,-0.5390966768494895,0.021770410446524512,0.5395360764223028,3.1012314557319742,0.539536076422303,0.539536076422303,0.1322069308420916,-5.372466639306499,-2.310192637940415,0.04468915841454313,0.6562096230948808,2.2485542023021523,1,10.279,49.62,15.663,1.004,0.367,0.3156590084643289,0.3655378486055777,517.4826142072882,3.5419936036143166e-11,1.0330599731898502,52.033392826145786,1.0689738069756434,0.14333176850696908,7.458038215189314,2.0914234282197266,0.7010373262772502,1.299333551383389,(49.62-15.663j),(1.004-0.367j),(0.14329598863723503-0.003202421554509238j),(7.060187427371323-2.40334922755976j),(2.084103921536408+0.1748221963679677j),(0.2992035862291535+0.018377140144115345j),(-0.7007964137708464+0.018377140144115345j),(1.2992035862291536+0.018377140144115345j),(-0.5390966768494895+0.021770410446524516j)
sample690,-5.448730743169323,-5.448730743169325,0.30438807603027523,0.3038643603909924,0.017848005871404962,0.30438807603027523,0.058669345059222416,-0.5336145218991133,0.0209929512783977,0.5340273045313286,3.102271889110851,0.5340273045313286,0.5340273045313287,0.1328019547302021,-5.46079604281712,-2.3207139897921585,0.03309307502578973,0.6464242167808543,2.232970754293749,1,10.321,49.325,15.619,1.01,0.357,0.3166548403446528,0.35346534653465345,511.21148911154796,3.390811836433202e-11,1.0288584417000977,51.73885180403601,1.071237135278646,0.143891260290172,7.44476859204918,2.115403502731468,0.6963644017663653,1.3039865112842992,(49.325-15.619j),(1.01-0.357j),(0.14387156289633182-0.002380793493955524j),(7.059279226279477-2.364562579967163j),(2.109422450758569+0.1589619564684508j),(0.3038643603909924+0.017848005871404962j),(-0.6961356396090076+0.017848005871404962j),(1.3038643603909925+0.017848005871404962j),(-0.5336145218991134+0.020992951278397703j)
sample691,-5.54498503008266,-5.544985030082659,0.30930410323046886,0.308870370598345,0.016374444773657782,0.30930410323046886,0.05296438935013815,-0.5277960869824662,0.019113285176031995,0.5281420520127358,3.105395082027088,0.5281420520127359,0.5281420520127358,0.13346422721675924,-5.5550730584775945,-2.3324264380595663,0.02536788438962867,0.6363841160725904,2.2190680582674047,1,10.363,49.058,15.472,1.016,0.349,0.3153817929797383,0.34350393700787396,504.8433804466894,3.262514968530854e-11,1.0244349004987698,51.43996644633431,1.0742704501195217,0.14451285351123302,7.4337363356818535,2.140322439944254,0.6913235762495842,1.308972791723302,(49.058-15.472j),(1.016-0.349j),(0.14450122888048364-0.0018329435313657592j),(7.060581984101476-2.3256435570005847j),(2.1357120186115077+0.1404076938322294j),(0.308870370598345+0.016374444773657782j),(-0.691129629401655+0.016374444773657782j),(1.308870370598345+0.016374444773657782j),(-0.5277960869824662+0.019113285176031995j)
sample692,-5.663482516709928,-5.663482516709925,0.3153297132152783,0.3150076556045116,0.01424798045264928,0.3153297132152783,0.04519977818977513,-0.520725167484052,0.016476909748638757,0.5209857854166069,3.109960969521583,0.520985785416607,0.5209857854166068,0.13381361544433595,-5.6710630015815475,-2.3386063017159344,0.040647794235427026,0.6246877967211907,2.215011693838904,1,10.405,48.86,14.688,1.013,0.35,0.30061399918133447,0.3455083909180652,495.26460594595017,3.27798580887734e-11,1.0238777340584038,51.01996613091781,1.0717597678584505,0.14493679121726655,7.394670179028845,2.1756360863721995,0.6851405088209326,1.315084841082678,(48.86-14.688j),(1.013-0.35j),(0.14490685839459372-0.0029454776466096536j),(7.036885925486446-2.27230797391314j),(2.1709673713011943+0.14245368745849515j),(0.3150076556045116+0.01424798045264928j),(-0.6849923443954884+0.01424798045264928j),(1.3150076556045116+0.01424798045264928j),(-0.5207251674840518+0.016476909748638753j)
sample693,-5.753275479126342,-5.753275479126341,0.3198599478000929,0.31963621898442124,0.01196134273488045,0.3198599478000929,0.03740428402905204,-0.5154446870583346,0.01373617443723131,0.5156276834158873,3.1149497868468745,0.5156276834158875,0.5156276834158874,0.13264308939332958,-5.758589992927323,-2.3179047303616858,0.04629557953101926,0.6079645408373816,2.2011123306028915,1,10.447,49.255,14.208,1.002,0.34,0.2884580245660339,0.33932135728542917,482.42284761321577,3.2415436885913174e-11,1.0212240171937523,51.26326451758608,1.0581134154711394,0.14366897083886312,7.364940455082001,2.2263676417564295,0.6804689179072293,1.319690427401639,(49.255-14.208j),(1.002-0.34j),(0.14363048219122881-0.0033253221517929176j),(7.0272732231963015-2.2044906335595393j),(2.222287340513957+0.13472881076996213j),(0.31963621898442124+0.01196134273488045j),(-0.6803637810155787+0.01196134273488045j),(1.3196362189844213+0.01196134273488045j),(-0.5154446870583346+0.01373617443723131j)
sample694,-5.820849392809199,-5.820849392809199,0.32315854637594477,0.3230895901101904,0.0066755417939518375,0.32315854637594477,0.020658641781790343,-0.5115749558705289,0.007626529501879196,0.5116318006400468,3.126685816381853,0.5116318006400469,0.5116318006400469,0.13198665209316351,-5.822498735392686,-2.306298045178859,0.02817825348884173,0.5925284014193121,2.176617528163733,1,10.489,49.736,14.419,1.004,0.322,0.28991072864725753,0.3207171314741036,473.98421754638633,3.045470244810667e-11,1.011195825815865,51.783947869972216,1.054371850914088,0.1426919007253247,7.389149948627464,2.2647294256596244,0.6769433254530491,1.3231064304568225,(49.736-14.419j),(1.004-0.322j),(0.14267773853928026-0.0020103377633366062j),(7.067232943780092-2.1572564709951916j),(2.263362337666967+0.07867845880096459j),(0.3230895901101904+0.0066755417939518375j),(-0.6769104098898096+0.0066755417939518375j),(1.3230895901101904+0.0066755417939518375j),(-0.5115749558705289+0.007626529501879195j)
sample695,-5.86057874456859,-5.86057874456859,0.3251453314805617,0.3251250820227367,0.003628721994458672,0.3251453314805617,0.011160539534344368,-0.5092801650051405,0.004133012200021428,0.5092969352524209,3.1334774318423246,0.509296935252421,0.509296935252421,0.13206014103293912,-5.861065085508361,-2.3075973255069075,0.02947589040566101,0.5870403492541898,2.1717782944570203,1,10.51,49.805,14.256,1.005,0.32,0.2862363216544524,0.318407960199005,470.83497022682747,3.014498962835727e-11,1.0079742045582056,51.805130643595525,1.0547156014774788,0.14268597870093044,7.391865767610991,2.2787475997348396,0.6748846735095789,1.3251300504588512,(49.805-14.256j),(1.005-0.32j),(0.14267048278267605-0.002102822008757346j),(7.075725564434337-2.1386414526959894j),(2.277983428537925+0.05900951282541685j),(0.3251250820227367+0.003628721994458672j),(-0.6748749179772633+0.003628721994458672j),(1.3251250820227367+0.003628721994458672j),(-0.5092801650051405+0.004133012200021428j)
sample696,-5.890816389052123,-5.890816389052121,0.32669032339056553,0.3266787968548042,-0.0027442817876131877,0.3266903233905655,-0.008400353077078856,-0.5075174541888545,-0.003118352915451202,0.5075270341875804,-3.1354484044640287,0.5075270341875805,0.5075270341875804,0.13099258239858297,-5.891094108572902,-2.2887254628060063,0.03494382829959314,0.5752774477263825,2.162749361876179,1,10.552,50.394,13.956,0.997,0.314,0.27693773068222405,0.3149448345035105,463.5891360857825,2.993674299086708e-11,1.0020741515404903,52.29077520939998,1.0452774751232325,0.1413849738216791,7.393129884096324,2.3106438722590252,0.6733267956107375,1.3266816351735033,(50.394-13.956j),(0.997-0.314j),(0.14136339423182148-0.0024701404444909497j),(7.089393608875096-2.0973477874589777j),(2.310548797748424+0.02096085951230031j),(0.3266787968548042-0.0027442817876131877j),(-0.6733212031451958-0.0027442817876131877j),(1.3266787968548042-0.0027442817876131877j),(-0.5075174541888545-0.003118352915451202j)
sample697,-5.806224114745301,-5.806224114745299,0.32252198852241215,0.3223574515441086,-0.010300801640582776,0.3225219885224122,-0.0319437248977411,-0.5123585875965456,-0.011780858346639196,0.5124940106062809,-3.1186033193093845,0.512494010606281,0.5124940106062809,0.12983776306653136,-5.810153946257714,-2.268317085770674,0.011556762862782566,0.5693317899661182,2.1451101713975094,1,10.594,51.217,14.666,0.997,0.298,0.2863502352734444,0.29889669007021064,464.0276984186809,2.8298667010111948e-11,0.9900497563706171,53.2754412933389,1.0405830096633328,0.13975740798969563,7.445637584664243,2.3077273195149113,0.6777208348518097,1.3223975711444225,(51.217-14.666j),(0.997-0.298j),(0.13975507476778637-0.0008075671171399779j),(7.145991885041739-2.0910090915829134j),(2.3069374004456478-0.06037558828330581j),(0.3223574515441086-0.010300801640582776j),(-0.6776425484558914-0.010300801640582776j),(1.3223574515441086-0.010300801640582776j),(-0.5123585875965456-0.011780858346639195j)
sample698,-5.6601464018266,-5.6601464018266,0.31536112152835455,0.314871491388536,-0.017566470401896832,0.31536112152835455,-0.05573156008920649,-0.5207897549261987,-0.020317505088810937,0.5211859263728482,-3.102599554123776,0.5211859263728483,0.5211859263728483,0.1299060662518028,-5.67166886897256,-2.2695239901406628,-0.014231086274189397,0.5731904399006894,2.1360748967635947,1,10.636,51.617,15.612,1.007,0.289,0.30245849235716915,0.2869910625620655,473.3933555834616,2.6795420264435676e-11,0.9774221878665176,53.92633153664358,1.047649750632338,0.1393822972953828,7.516375974289832,2.2625622309842734,0.6853536708842739,1.3149888287543334,(51.617-15.612j),(1.007-0.289j),(0.13937876878091965+0.0009917723798395723j),(7.209797458558785-2.1247890232775384j),(2.258095414441342-0.14210189427138564j),(0.314871491388536-0.017566470401896832j),(-0.685128508611464-0.017566470401896832j),(1.314871491388536-0.017566470401896832j),(-0.5207897549261987-0.020317505088810934j)
sample699,-5.690418988954646,-5.690418988954646,0.31756620831969506,0.31655762119005504,-0.025289704091617266,0.31756620831969506,-0.07972041977568536,-0.518552831755511,-0.029169822227659615,0.5193726194654976,-3.0853995116476716,0.5193726194654976,0.5193726194654976,0.13028227307283272,-5.714238490661484,-2.2761718843199468,-0.020420989411790713,0.562925004381558,2.1227145096756628,1,10.678,51.766,15.542,1.014,0.282,0.30023567592628364,0.2781065088757396,468.58626783748974,2.5685219520433685e-11,0.9688140739350055,54.04879758144486,1.0524827789565014,0.1395450645510872,7.542242947411368,2.275725116766381,0.6839101214972899,1.3168004932588147,(51.766-15.542j),(1.014-0.282j),(0.13953779053459947+0.0014247993856443893j),(7.245457496865761-2.0949401754914776j),(2.266528774892685-0.2043822880408743j),(0.31655762119005504-0.025289704091617266j),(-0.683442378809945-0.025289704091617266j),(1.316557621190055-0.025289704091617266j),(-0.518552831755511-0.029169822227659615j)
sample700,-5.606033222787046,-5.606033222787046,0.31395479831646816,0.312310470790205,-0.03209026676010503,0.31395479831646816,-0.10239183620586062,-0.5231188316390797,-0.03724521803533747,0.5244430553281602,-3.070514206599278,0.5244430553281602,0.5244430553281602,0.13009383790728454,-5.644553881152823,-2.2728419920961325,-0.024923124337126457,0.5609234315141811,2.1184618693456176,1,10.72,52.152,15.729,1.016,0.279,0.3015991716520939,0.27460629921259844,470.8862403855486,2.5212853597348988e-11,0.9604936850120085,54.47230989227462,1.0536114084424106,0.1390760464253958,7.575793499476535,2.257432580130771,0.6884378503579855,1.3127027679434307,(52.152-15.729j),(1.016-0.279j),(0.13906524796854167+0.0017330599432420673j),(7.27979011190264-2.096974743137232j),(2.2425597015906757-0.2587041527254826j),(0.312310470790205-0.03209026676010503j),(-0.687689529209795-0.03209026676010503j),(1.3123104707902051-0.03209026676010503j),(-0.5231188316390797-0.03724521803533748j)
sample701,-5.506734457946347,-5.506734457946347,0.3096291819429449,0.3072770485152885,-0.038092594639776635,0.3096291819429449,-0.12333897828360622,-0.5285996902854893,-0.04454168948706382,0.5304729914635402,-3.05752768595859,0.5304729914635401,0.5304729914635401,0.13158301413115445,-5.561318364692415,-2.2991622056377548,-0.035201237498980575,0.566394505249548,2.1187938865000575,1,10.762,51.926,16.108,1.033,0.281,0.3102106844355429,0.2720232333010649,480.57163526175873,2.4468801012513908e-11,0.9509026423531902,54.367059328236614,1.0705372483010573,0.1403243276052555,7.629021044109838,2.206525320498657,0.6937695101977892,1.30783191861234,(51.926-16.108j),(1.033-0.281j),(0.1403025932063239+0.0024696674771855125j),(7.32513385855408-2.1317542179471305j),(2.184646396955932-0.30995823955682283j),(0.3072770485152885-0.038092594639776635j),(-0.6927229514847115-0.038092594639776635j),(1.3072770485152885-0.038092594639776635j),(-0.5285996902854893-0.04454168948706383j)
sample702,-5.544708304230886,-5.544708304230886,0.3127225009873116,0.30945785783450885,-0.04506880127356387,0.3127225009873116,-0.14462115695799962,-0.5255425032111165,-0.05250598291517241,0.5281588784857212,-3.0420149355996062,0.5281588784857212,0.5281588784857212,0.13236417206748677,-5.62081607554786,-2.312972850037414,-0.036392868944788714,0.5565212906466007,2.1083248561742063,1,10.804,51.827,15.831,1.041,0.277,0.3054585447739595,0.266090297790586,474.9649608841707,2.36588556512305e-11,0.9444602008808658,54.19094472326534,1.077223282332869,0.14099038763291274,7.640402302726928,2.2180412880452978,0.6920113055107853,1.310233215230318,(51.827-15.831j),(1.041-0.277j),(0.14096704659729858+0.0025653807736955073j),(7.346511667026567-2.098693325323517j),(2.1887065201041906-0.35954265995434737j),(0.30945785783450885-0.04506880127356387j),(-0.6905421421654911-0.04506880127356387j),(1.3094578578345089-0.04506880127356387j),(-0.5255425032111165-0.05250598291517241j)
sample703,-5.562057451227023,-5.562057451227025,0.31494139652887354,0.31059844483015586,-0.05212186984986032,0.31494139652887354,-0.16626198295740546,-0.5236106632748899,-0.06059326333426603,0.5271049897853992,-3.0263831276976414,0.5271049897853992,0.5271049897853993,0.13224815273139648,-5.66357346019517,-2.3109214786432304,-0.03888770678385295,0.5441704035766598,2.0947265501847334,1,10.846,52.053,15.62,1.042,0.269,0.30007876587324456,0.2581573896353167,466.93220585447125,2.2842689790668793e-11,0.9383077325682243,54.34610573904997,1.0761621625015443,0.14071961700780175,7.647563185464609,2.2380774139785546,0.6913690719053358,1.3116344661939427,(52.053-15.62j),(1.042-0.269j),(0.14069301737497694+0.002735959200508131j),(7.366229316131612-2.05521004713309j),(2.1995962905888757-0.41323923989450967j),(0.31059844483015586-0.05212186984986032j),(-0.6894015551698441-0.05212186984986032j),(1.310598444830156-0.05212186984986032j),(-0.5236106632748899-0.06059326333426603j)
sample704,-5.5381273341642565,-5.5381273341642565,0.314856110288534,0.3095511512467934,-0.0575539307763624,0.31485611028853394,-0.1838279840614947,-0.5242965908817805,-0.06699185472116166,0.5285591961258818,-3.0145065578363797,0.5285591961258818,0.5285591961258818,0.13315183343443987,-5.66192879992426,-2.3269014168548723,-0.04988952058920765,0.5393999194760737,2.08445515918147,1,10.888,51.895,15.749,1.053,0.263,0.30347817708835145,0.24976258309591645,466.2209480746603,2.1784665405785475e-11,0.9312077489384148,54.23211249803939,1.0853469491365422,0.141467289968489,7.672069984363854,2.2256460158292866,0.6928434655046106,1.310815270234373,(51.895-15.749j),(1.053-0.263j),(0.14142327887201794+0.003528501681450133j),(7.394731430044528-2.0441636241965555j),(2.1773183643147114-0.46128616735675787j),(0.3095511512467934-0.0575539307763624j),(-0.6904488487532066-0.0575539307763624j),(1.3095511512467934-0.0575539307763624j),(-0.5242965908817805-0.06699185472116166j)
sample705,-5.405790911142807,-5.405790911142809,0.3087573510724266,0.30273435091392586,-0.060687845718773725,0.30875735107242663,-0.19784328324974101,-0.5319079272040764,-0.07136389078579691,0.5366738748351966,-3.0082232143435164,0.5366738748351966,0.5366738748351967,0.13341363549023327,-5.544572165079343,-2.331531636970943,-0.05638778967569508,0.543675484589475,2.0854815897516277,1,10.93,52.012,16.091,1.058,0.263,0.30937091440436826,0.2485822306238185,473.61393452447214,2.1496326565497446e-11,0.9243934604750232,54.44417714503545,1.0901986057595194,0.14150672893668956,7.7042174174436395,2.1819269895678626,0.6999017073942668,1.3041471556803372,(52.012-16.091j),(1.058-0.263j),(0.14145049111649446+0.003989097299421623j),(7.421311508596104-2.0685989238179947j),(2.126423527413386-0.48900753559376753j),(0.30273435091392586-0.060687845718773725j),(-0.6972656490860741-0.060687845718773725j),(1.302734350913926-0.060687845718773725j),(-0.5319079272040764-0.07136389078579691j)
sample706,-5.311809042553639,-5.311809042553641,0.30440190542505635,0.2978666221591874,-0.0627375121429025,0.30440190542505635,-0.20758864667920826,-0.5373980283122575,-0.07431620924903053,0.5425122485170705,-3.004175262663487,0.5425122485170703,0.5425122485170704,0.13320857810132608,-5.461060817010642,-2.3279049727208934,-0.060288553920449905,0.5453548272301473,2.0852105502699225,1,10.951,52.274,16.332,1.059,0.262,0.31243065386234076,0.24740321057601514,477.51720516182974,2.1333179724017004e-11,0.919871177850407,54.7659136689967,1.0909285036151544,0.14113768049231915,7.729534025284791,2.1567727651696966,0.7049306885843671,1.2993820701952064,(52.274-16.332j),(1.059-0.262j),(0.1410735610352283+0.0042538490325445075j),(7.443953191955042-2.081647694500117j),(2.096112168576324-0.5079198138722288j),(0.2978666221591874-0.0627375121429025j),(-0.7021333778408125-0.0627375121429025j),(1.2978666221591875-0.0627375121429025j),(-0.5373980283122575-0.07431620924903054j)
sample707,-5.189194673916634,-5.189194673916628,0.2992462626618494,0.2915723624080561,-0.06733411614382226,0.2992462626618494,-0.22695575013890196,-0.5443028976492099,-0.08050982949006509,0.5502249331263039,-2.9947437657991327,0.550224933126304,0.5502249331263037,0.1330167877202536,-5.36252107126872,-2.3245131325731845,-0.06040941493257754,0.5450357897953935,2.0848310823291047,1,10.993,52.638,16.44,1.06,0.262,0.31232189672859917,0.24716981132075472,480.9466484122515,2.1211595313720626e-11,0.9127519862822815,55.14555869696126,1.0918992627527506,0.1407135811208154,7.759729047157545,2.126633835044816,0.7116204050622581,1.293326351132303,(52.638-16.44j),(1.06-0.262j),(0.14064939778727026+0.004249566321697644j),(7.473365871055041-2.0885874275812024j),(2.056701761727227-0.5408782965377171j),(0.2915723624080561-0.06733411614382226j),(-0.7084276375919438-0.06733411614382226j),(1.2915723624080562-0.06733411614382226j),(-0.5443028976492098-0.08050982949006508j)
