materials,RL,RL_z_xy,zin/z0,x,y,r,theta,a_1,b_1,r_1,tehta_1,z_xy,z,r1,RL_r,RL_r1,theta_eu1,theta_eu2,theta1,d,f,e1,e2,u1,u2,tane,tanu,ac,C0,dm,e12,u12,sqrt_eu1,sqrt_eu2,tanh_eu,z1,z2,e_c,u_c,sqrt_eu1_c,sqrt_eu2_c,tanh_eu_c,zin/z0_c,z1_c,z2_c,z_c
sample332,-2.054435105,-2.054435105,0.327432086,0.128553566,0.301140751,0.327432086,1.167327071,-0.65438383,0.441452142,0.789365688,2.548112782,0.789365688,0.789365688,0.184375266,-5.905523332,-3.239978833,0.242093441,0.298466871,1.989513592,1,8.725,20.146,0.568,1.238,0.343,0.028194182,0.277059774,138.2666181,2.57E-11,1.720091162,20.15400556,1.284637303,0.252469882,5.088279409,1.296915432,0.922011192,1.168040626,(20.146-0.568j),(1.238-0.343j),(0.25062250624109855-0.03048607518817885j),(5.031724920026286-0.7565260542859951j),(0.36142831752321114+1.2455357117422683j),(0.12855356612190738+0.30114075082648817j),(-0.8714464338780926+0.30114075082648817j),(1.1285535661219073+0.30114075082648817j),(-0.6543838296122699+0.4414521415378024j)
sample45,-3.362931175,-3.362931175,0.321989408,0.203583999,0.249460887,0.321989408,0.886317598,-0.593259213,0.330226936,0.678974465,2.633672122,0.678974465,0.678974465,0.164022181,-5.799829933,-2.875330031,0.342471465,0.466067552,2.207303285,1,9.964,23.87,1.477,0.97,0.415,0.061876833,0.427835052,242.1139757,4.43E-11,1.563240657,23.91565238,1.055047392,0.210036546,5.023161025,1.533016104,0.834571255,1.229164422,(23.87-1.477j),(0.97-0.415j),(0.20696475119280042-0.0357902566153971j),(4.887386401951204-1.1600003629212954j),(0.7527185448191495+1.335497348439249j),(0.2035839991565252+0.24946088656012821j),(-0.7964160008434749+0.24946088656012821j),(1.2035839991565251+0.24946088656012821j),(-0.5932592134781917+0.33022693571275497j)
sample308,-5.02550181,-5.02550181,0.522541353,0.332033093,0.403489146,0.522541353,0.882244336,-0.37527472,0.416587565,0.56069271,2.304069994,0.56069271,0.56069271,0.19700061,-10.07266669,-3.46758313,0.275663388,0.346032602,2.053864296,1,12.001,20.313,0.715,1.077,0.346,0.035199134,0.321262767,207.5187841,2.49E-11,1.335239943,20.32557979,1.13121395,0.235912474,4.79505781,2.214979755,0.780373808,1.391803022,(20.313-0.715j),(1.077-0.346j),(0.2336751365621545-0.03241335872886406j),(4.723467497495907-0.8254902785013561j),(1.159101483758859+1.8874901493115477j),(0.3320330928135796+0.4034891462038628j),(-0.6679669071864204+0.4034891462038628j),(1.3320330928135795+0.4034891462038628j),(-0.375274720240046+0.41658756502311084j)
sample324,-2.065575443,-2.065575443,0.342208817,0.130380001,0.316398371,0.342208817,1.179923617,-0.640768089,0.459258259,0.788353913,2.519725961,0.788353913,0.788353913,0.191406299,-6.194640781,-3.366590754,0.217632352,0.295766867,1.974583044,1,8.41,20.288,0.793,1.341,0.352,0.039087145,0.262490679,137.7189111,2.33E-11,1.708604848,20.30349214,1.386428866,0.26131445,5.305595874,1.309567141,0.925390119,1.173825744,(20.288-0.793j),(1.341-0.352j),(0.25976886864513493-0.028379155656561003j),(5.247686136636844-0.7817530227959016j),(0.3644937937225919+1.2578196889863398j),(0.13038000116512138+0.3163983714596531j),(-0.8696199988348786+0.3163983714596531j),(1.1303800011651215+0.3163983714596531j),(-0.6407680893519044+0.4592582590622777j)
sample1050,-1.723687434,-1.723687434,0.098990978,0.098900856,0.004223089,0.098990978,0.042674303,-0.819973524,0.00699418,0.820003353,3.133063098,0.820003353,0.820003353,0.098659784,-1.725299748,-1.71948958,-0.12747211,1.541017522,3.047281467,1,12.001,88.33,97.41,0.979,0.836,1.102796332,0.853932584,2278.105878,7.27E-11,0.671596989,131.4948554,1.287376013,0.098946019,13.01089247,1.000454378,0.90110904,1.09890897,(88.33-97.41j),(0.979-0.836j),(0.09874511360228978+0.0063021600154039865j),(9.33604929159076-9.062091721838412j),(1.00023248644838-0.021069763831664316j),(0.09890085552619998+0.004223088959071981j),(-0.9010991444738+0.004223088959071981j),(1.0989008555262+0.004223088959071981j),(-0.8199735243623096+0.006994179736858476j)
sample614,-4.919230004,-4.919230004,0.276015175,0.275864615,0.009115441,0.276015175,0.03303115,-0.567484429,0.011198925,0.56759492,3.121860885,0.56759492,0.56759492,0.161530338,-4.922527518,-2.830864079,-0.113298037,0.855246728,2.368597709,1,11.518,37.5,19.727,1.162,0.452,0.526053333,0.388984509,727.2613802,2.91E-11,0.985770608,42.37221411,1.246815143,0.171538045,7.268446752,1.609060985,0.724192756,1.275897177,(37.5-19.727j),(1.162-0.452j),(0.17126287579761648+0.009712265314644402j),(6.613951700272609-3.014292801560416j),(1.6086122360505546-0.03799905778830963j),(0.27586461452019884+0.009115440910480652j),(-0.7241353854798012+0.009115440910480652j),(1.2758646145201988+0.009115440910480652j),(-0.5674844290717347+0.011198924657593983j)
sample366,-1.716432013,-1.716432013,0.390331862,0.112400418,0.373798219,0.390331862,1.278699188,-0.615499406,0.542853806,0.820688597,2.418827013,0.820688597,0.820688597,0.185850912,-7.160499524,-3.266523031,0.153721731,0.188097205,1.83495807,1,10.09,20.245,0.348,1.153,0.199,0.017189429,0.172593235,96.61036612,1.48E-11,1.537470979,20.24799074,1.170047008,0.24038684,4.867350509,1.623765517,0.963098192,1.173524519,(20.245-0.348j),(1.153-0.199j),(0.23967713564845183-0.01845815418750131j),(4.845840173545658-0.4570929747316253j),(0.3468010068923185+1.5862986848096559j),(0.11240041768359707+0.3737982186004855j),(-0.8875995823164029+0.3737982186004855j),(1.112400417683597+0.3737982186004855j),(-0.6154994064012134+0.5428538057549309j)
sample534,-6.453519468,-6.453519468,0.434184028,0.374945575,0.218932834,0.434184028,0.528501344,-0.418634613,0.225889447,0.475690005,2.646779847,0.475690005,0.475690005,0.13902063,-8.078593575,-2.430776891,0.052510873,0.439756366,2.036011802,1,8.326,50.092,9.822,1.222,0.307,0.196079214,0.251227496,305.0720642,2.47E-11,1.150576347,51.04586318,1.259973412,0.157108765,8.019752516,2.763588831,0.662287415,1.392266828,(50.092-9.822j),(1.222-0.307j),(0.15705461668106208-0.004124485259276541j),(7.826669164571147-1.7491941606490717j),(2.349129484645105+1.4556833070146513j),(0.3749455750870747+0.2189328338606562j),(-0.6250544249129253+0.2189328338606562j),(1.3749455750870747+0.2189328338606562j),(-0.4186346125400957+0.22588944723615542j)
sample612,-4.77387665,-4.77387665,0.268625045,0.268163153,0.015746047,0.268625045,0.058650816,-0.576841046,0.019578722,0.577173214,3.107664401,0.577173214,0.577173214,0.162656031,-4.783863924,-2.850947034,-0.108933684,0.908289823,2.42382298,1,11.434,36.776,20.504,1.16,0.49,0.557537524,0.422413793,765.0918063,3.18E-11,1.003603597,42.10567886,1.259245806,0.172935805,7.281579465,1.553322314,0.732006222,1.268260904,(36.776-20.504j),(1.16-0.49j),(0.1726793494741712+0.009414610615159993j),(6.5434929323153606-3.1943856616352826j),(1.553308717841742+0.006499041649353865j),(0.26816315298297055+0.01574604702782939j),(-0.7318368470170294+0.01574604702782939j),(1.2681631529829707+0.01574604702782939j),(-0.576841045906364+0.019578721559485892j)
sample307,-5.312234811,-5.312234811,0.538172033,0.351583806,0.407453021,0.538172033,0.858871076,-0.3564693,0.408925819,0.542485656,2.28776628,0.542485656,0.542485656,0.199825278,-10.45049364,-3.518663603,0.27694162,0.351809688,2.060280498,1,11.959,20.373,0.763,1.101,0.358,0.037451529,0.325158946,212.9825949,2.47E-11,1.323291794,20.38728275,1.157741336,0.238301127,4.85831246,2.25836965,0.76580776,1.411664532,(20.373-0.763j),(1.101-0.358j),(0.2360201627269491-0.032892400474339674j),(4.783341873674213-0.8502002590243843j),(1.225249366471737+1.8971023865171277j),(0.3515838062938975+0.4074530211325366j),(-0.6484161937061025+0.4074530211325366j),(1.3515838062938976+0.4074530211325366j),(-0.35646930012790073+0.408925818611405j)
sample1039,-1.854919838,-1.854919838,0.106450579,0.106375521,0.003996773,0.106450579,0.037554636,-0.807680902,0.006530233,0.8077073,3.133507665,0.8077073,0.8077073,0.106970637,-1.856268852,-1.86540724,-0.082566636,1.573976564,3.102693246,1,11.56,105.159,114.586,1.309,1.209,1.089645204,0.923605806,2854.982445,6.10E-11,0.552612566,155.5260965,1.781898426,0.107038456,16.64727324,0.994507795,0.893633416,1.106382741,(105.159-114.586j),(1.309-1.209j),(0.10694725554859592+0.004417647516646305j),(11.752667004577233-11.790102829088406j),(0.9945008818836638-0.0037081943459282085j),(0.10637552145365974+0.003996773142818085j),(-0.8936244785463403+0.003996773142818085j),(1.1063755214536597+0.003996773142818085j),(-0.807680901607832+0.006530233486039737j)
sample693,-5.753275479,-5.753275479,0.319859948,0.319636219,0.011961343,0.319859948,0.037404284,-0.515444687,0.013736174,0.515627683,3.114949787,0.515627683,0.515627683,0.132643089,-5.758589993,-2.31790473,0.04629558,0.607964541,2.201112331,1,10.447,49.255,14.208,1.002,0.34,0.288458025,0.339321357,482.4228476,3.24E-11,1.021224017,51.26326452,1.058113415,0.143668971,7.364940455,2.226367642,0.680468918,1.319690427,(49.255-14.208j),(1.002-0.34j),(0.14363048219122881-0.0033253221517929176j),(7.0272732231963015-2.2044906335595393j),(2.222287340513957+0.13472881076996213j),(0.31963621898442124+0.01196134273488045j),(-0.6803637810155787+0.01196134273488045j),(1.3196362189844213+0.01196134273488045j),(-0.5154446870583346+0.01373617443723131j)
sample977,-1.724359536,-1.724359536,0.101220009,0.09898215,-0.021166581,0.101220009,-0.210669453,-0.819190937,-0.035037924,0.819939905,-3.09884733,0.819939905,0.819939905,0.103554738,-1.764413962,-1.80540207,0.374741704,1.2692571,3.026627952,1,9.082,156.943,75.282,1.276,1.373,0.479677335,1.076018809,2037.320493,9.29E-11,0.583168191,174.0645994,1.874381231,0.103770459,18.0627633,0.975422196,0.901266437,1.099185967,(156.943-75.282j),(1.276-1.373j),(0.10195420352236091-0.01932998854740627j),(14.545798365584051-10.709022742165956j),(0.9751574665449884-0.022723916638104347j),(0.09898214976211082-0.02116658148197879j),(-0.9010178502378892-0.02116658148197879j),(1.0989821497621108-0.02116658148197879j),(-0.8191909371379237-0.03503792414694121j)
sample1014,-1.485618726,-1.485618726,0.085312385,0.085311232,0.00044362,0.085312385,0.005199971,-0.842789061,0.000753238,0.842789398,3.140698909,0.842789398,0.842789398,0.09095324,-1.485639206,-1.584398266,-0.229017184,0.956830452,2.41232186,1,10.552,122.081,82.258,1.15,0.438,0.673798544,0.380869565,1369.601327,3.14E-11,0.599465088,147.2078433,1.230586852,0.091430409,13.45927325,0.933085463,0.914688876,1.085311322,(122.081-82.258j),(1.15-0.438j),(0.09083163552455155+0.01044670246185342j),(11.948141747579918-6.196284791733033j),(0.9275165835419539-0.1017912955186758j),(0.08531123163675021+0.0004436199225733243j),(-0.9146887683632497+0.0004436199225733243j),(1.0853112316367501+0.0004436199225733243j),(-0.842789061375802+0.000753238257281867j)
sample459,-6.017532349,-6.017532349,0.336838405,0.333912171,-0.044303195,0.336838405,-0.131908756,-0.497696978,-0.049742976,0.500176614,-3.04197716,0.500176614,0.500176614,0.149123435,-6.089190919,-2.610002383,-0.340333653,0.523951984,1.923785157,1,9.565,51.943,23.957,1.412,0.13,0.461217103,0.092067989,467.3399574,6.82E-12,0.914967778,57.20151307,1.417971791,0.157445422,9.006116363,2.139397898,0.667559562,1.334647689,(51.943-23.957j),(1.412-0.13j),(0.15517136358427344+0.02666287343715169j),(8.698828597591756-2.332490722442468j),(2.042528218506219-0.6364761132487577j),(0.3339121708782886-0.044303194999785966j),(-0.6660878291217114-0.044303194999785966j),(1.3339121708782886-0.044303194999785966j),(-0.4976969779903367-0.04974297612323857j)
sample634,-4.641923397,-4.641923397,0.261539323,0.261092758,0.015277081,0.261539323,0.058445445,-0.585693459,0.019209346,0.586008385,3.108806795,0.586008385,0.586008385,0.182024569,-4.651468358,-3.197724895,-0.031868851,1.117882485,2.671948059,1,12.316,29.915,19.381,1.135,0.685,0.647868962,0.603524229,940.4315917,4.32E-11,1.044382347,35.64450008,1.3256885,0.192852148,6.874118406,1.356164945,0.739065154,1.261185289,(29.915-19.381j),(1.135-0.685j),(0.19282766539332+0.0030728581871009865j),(5.827994674765372-3.645268430320809j),(1.354939707586432+0.057634590924901384j),(0.2610927576380156+0.015277081187432946j),(-0.7389072423619845+0.015277081187432946j),(1.2610927576380155+0.015277081187432946j),(-0.5856934592184736+0.01920934647205031j)
sample210,-7.63879179,-7.63879179,0.557935656,0.462979823,0.311354908,0.557935656,0.592031653,-0.307836512,0.278336933,0.415011767,2.406477751,0.415011767,0.415011767,0.182789039,-10.94128059,-3.211462164,0.218697158,0.414951814,2.094300393,1,12.316,24.735,2.435,1.037,0.34,0.098443501,0.327868852,276.7727308,2.57E-11,1.201590874,24.85456598,1.091315262,0.209542452,5.208086709,2.662637805,0.6207516,1.495744578,(24.735-2.435j),(1.037-0.34j),(0.20829093895938597-0.022867534118876067j),(5.096393929580948-1.0728168927965045j),(2.034128246803883+1.7181275734499408j),(0.46297982339703864+0.3113549084399422j),(-0.5370201766029614+0.3113549084399422j),(1.4629798233970386+0.3113549084399422j),(-0.30783651217990976+0.2783369332863852j)
sample923,-1.431079943,-1.431079943,0.082849551,0.082202571,0.0103337,0.082849551,0.125054187,-0.847914348,0.017645303,0.848097929,3.120785414,0.848097929,0.848097929,0.090966309,-1.442550755,-1.584627198,-0.2487599,0.901541685,2.347161735,1,11.161,137.701,89.266,1.291,0.437,0.648259635,0.338497289,1523.275009,2.35E-11,0.503659304,164.1035775,1.362956346,0.091134318,14.95546764,0.909092784,0.917855602,1.082251907,(137.701-89.266j),(1.291-0.437j),(0.09043028556501248+0.011306077692066626j),(13.461589083847803-6.515491666971138j),(0.9090925773971611+0.0006129443759455586j),(0.08220257138232313+0.010333700044285622j),(-0.9177974286176769+0.010333700044285622j),(1.0822025713823231+0.010333700044285622j),(-0.8479143476570737+0.017645303274255234j)
sample1030,-1.475929254,-1.475929254,0.086171173,0.084777812,0.015433524,0.086171173,0.180074734,-0.843322406,0.026225611,0.843730089,3.110504707,0.843730089,0.843730089,0.090043718,-1.50066837,-1.56846777,-0.330938258,1.032582704,2.437113575,1,11.203,139.325,113.073,1.369,0.501,0.811577247,0.365960555,1873.658819,2.39E-11,0.484418869,179.4351107,1.457793538,0.090135173,16.17341476,0.956021607,0.915352308,1.084887595,(139.325-113.073j),(1.369-0.501j),(0.0889040339725682+0.01484662139238657j),(14.065306553929389-7.984140307885944j),(0.9559196373976521+0.013962777155979616j),(0.08477781185222484+0.015433524152617005j),(-0.9152221881477751+0.015433524152617005j),(1.0847778118522249+0.015433524152617005j),(-0.8433224062589308+0.026225610965882107j)
sample389,-3.34022359,-3.34022359,0.407463181,0.21376689,0.346886092,0.407463181,1.018517381,-0.523340033,0.435359932,0.680751835,2.447708376,0.680751835,0.680751835,0.186071344,-7.514434021,-3.270489491,0.274540853,0.336852923,2.044123349,1,10.993,20.118,0.627,1.052,0.332,0.03116612,0.315589354,181.8918953,2.73E-11,1.482023661,20.12776821,1.103144596,0.234109162,4.712094941,1.740483705,0.859355842,1.262362874,(20.118-0.627j),(1.052-0.332j),(0.23190694360424124-0.032035434643977706j),(4.6454176739083515-0.7898945278074027j),(0.7017590739222638+1.5927390654947755j),(0.213766890217423+0.34688609168951384j),(-0.786233109782577+0.34688609168951384j),(1.213766890217423+0.34688609168951384j),(-0.523340033178481+0.4353599316989116j)
sample984,-1.580132178,-1.580132178,0.091845865,0.090728351,-0.01428388,0.091845865,-0.156153957,-0.833322715,-0.024008692,0.833668498,-3.112789823,0.833668498,0.833668498,0.090989023,-1.600035386,-1.585025069,0.215705336,1.354071103,3.031923771,1,9.355,139.601,89.319,0.981,0.98,0.639816334,0.998980632,1861.075846,1.09E-10,0.684619204,165.7296683,1.386636578,0.09147053,15.1593806,1.004103347,0.909383835,1.090821876,(139.601-89.319j),(0.981-0.98j),(0.09093904385144466-0.00984622589591595j),(11.81572640990821-9.497127439062947j),(1.0029322809530703-0.04848062948373538j),(0.09072835144814761-0.014283879887137224j),(-0.9092716485518524-0.014283879887137224j),(1.0907283514481476-0.014283879887137224j),(-0.8333227151076761-0.024008692377153498j)
sample410,-4.7388736,-4.7388736,0.582467136,0.332943647,0.47792938,0.582467136,0.962330473,-0.329516646,0.476700622,0.579503843,2.175621862,0.579503843,0.579503843,0.202556586,-11.57288069,-3.568112915,0.231570191,0.285302313,1.971087408,1,11.833,20.467,0.55,1.15,0.304,0.026872527,0.264347826,173.9051231,1.94E-11,1.305571791,20.47438861,1.189502417,0.241033381,4.935011118,2.416541361,0.820597752,1.416035048,(20.467-0.55j),(1.15-0.304j),(0.23941951610606504-0.02784575807037387j),(4.884884069204127-0.7015998642846777j),(1.1429987267656716+2.1291373983772095j),(0.3329436469658826+0.4779293796225355j),(-0.6670563530341174+0.4779293796225355j),(1.3329436469658826+0.4779293796225355j),(-0.329516646373278+0.47670062229966004j)
sample61,-3.336432103,-3.336432103,0.483047967,0.225873595,0.426985313,0.483047967,1.084221764,-0.454971581,0.506782672,0.681049055,2.302375069,0.681049055,0.681049055,0.176106093,-9.154099003,-3.091504184,0.16220189,0.252609272,1.903710217,1,10.594,25.202,1.14,1.112,0.234,0.045234505,0.210431655,149.6746244,1.79E-11,1.336416323,25.22777049,1.136353818,0.212235169,5.354220141,2.2760034,0.884074741,1.298107287,(25.202-1.14j),(1.112-0.234j),(0.21153757787270536-0.017193610254743356j),(5.311569321857513-0.6744662044149262j),(0.8977786881524142+2.0914552119962333j),(0.22587359493781145+0.4269853129158213j),(-0.7741264050621885+0.4269853129158213j),(1.2258735949378115+0.4269853129158213j),(-0.454971580814935+0.506782671788773j)
sample362,-2.08013807,-2.08013807,0.346041451,0.131575046,0.320051079,0.346041451,1.180752288,-0.636530941,0.462871195,0.787033279,2.512858431,0.787033279,0.787033279,0.178752402,-6.270164257,-3.138969562,0.222700868,0.266392901,1.947743335,1,9.922,20.092,0.439,1.09,0.272,0.021849492,0.249541284,131.1506483,2.31E-11,1.614163716,20.09679539,1.12342512,0.236433309,4.751551828,1.463590106,0.925523957,1.175965466,(20.092-0.439j),(1.09-0.272j),(0.2349690637782249-0.026272580943855962j),(4.709464766397742-0.6310201153225947j),(0.40263348449582964+1.4071184299422073j),(0.13157504574599768+0.32005107929648274j),(-0.8684249542540023+0.32005107929648274j),(1.1315750457459977+0.32005107929648274j),(-0.636530940958917+0.46287119526455184j)
sample993,-1.507882984,-1.507882984,0.086584393,0.086583396,-0.000415469,0.086584393,-0.004798448,-0.840631575,-0.000703789,0.84063187,-3.140755439,0.84063187,0.84063187,0.086144736,-1.507900694,-1.500205678,-0.160095323,1.177333546,2.667285885,1,9.712,126.594,100.03,1.06,0.591,0.790163831,0.55754717,1580.688662,5.42E-11,0.666198222,161.3444816,1.213623088,0.086729103,13.99326224,0.998331463,0.913416699,1.086583475,(126.594-100.03j),(1.06-0.591j),(0.0864513878753072+0.006935050183284158j),(11.637940066520555-7.769796586264307j),(0.9947401928486629-0.08460294844684314j),(0.0865833959402503-0.00041546915483741797j),(-0.9134166040597497-0.00041546915483741797j),(1.0865833959402502-0.00041546915483741797j),(-0.8406315751462841-0.0007037891870520938j)
sample93,-9.406252415,-9.406252415,0.712645769,0.598836803,0.386339844,0.712645769,0.572958501,-0.181899527,0.285591924,0.338600332,2.137922238,0.338600332,0.338600332,0.188945866,-15.50499899,-3.32224478,0.142276197,0.337604632,1.978742731,1,11.875,26.333,2.58,1.169,0.286,0.097975924,0.24465355,235.8207006,1.76E-11,1.137576453,26.45908708,1.203477046,0.213270839,5.642951706,3.341505906,0.556947381,1.644851847,(26.333-2.58j),(1.169-0.286j),(0.2127314244419601-0.01515888884564156j),(5.56274666660838-0.9480260950325362j),(2.672010349478216+2.006495056674273j),(0.598836803301615+0.38633984365992546j),(-0.40116319669838496+0.38633984365992546j),(1.598836803301615+0.38633984365992546j),(-0.18189952655066455+0.2855919236825229j)
sample654,-7.513409691,-7.513409691,0.413643241,0.409201113,0.060458087,0.413643241,0.146685441,-0.41663636,0.060777077,0.421045971,2.996738775,0.421045971,0.421045971,0.139198724,-7.643557706,-2.433931763,0.079772406,0.49572091,2.105607113,1,8.872,53.131,11.212,1.213,0.359,0.211025578,0.295960429,377.8785318,2.75E-11,1.052314873,54.30112434,1.265009881,0.152630929,8.288031061,2.710087944,0.593884253,1.410497414,(53.131-11.212j),(1.213-0.359j),(0.15250953424125413-0.006086254133788039j),(8.034744982424042-2.0333056662952336j),(2.6630569110057487+0.5026972786873658j),(0.4092011125458947+0.06045808670383454j),(-0.5907988874541052+0.06045808670383454j),(1.4092011125458948+0.06045808670383454j),(-0.4166363597533876+0.06077707653171151j)
sample870,-1.795225247,-1.795225247,0.105285974,0.103024197,-0.021706017,0.105285974,-0.207651551,-0.812494964,-0.035667437,0.813277463,-3.097722164,0.813277463,0.813277463,0.107064142,-1.835808267,-1.867050419,0.307900623,1.218708439,2.942658751,1,9.04,136.808,67,1.272,1.217,0.489737442,0.956761006,1774.820351,8.32E-11,0.628498006,152.3332822,1.760418416,0.107500517,16.37590655,0.979399702,0.897238398,1.103237749,(136.808-67j),(1.272-1.217j),(0.10622911214452932-0.01648444206811189j),(13.42853475570527-9.372554064137717j),(0.9779878340954449-0.052569702455271254j),(0.10302419708944856-0.02170601661199013j),(-0.8969758029105515-0.02170601661199013j),(1.1030241970894485-0.02170601661199013j),(-0.8124949636650025-0.03566743675639474j)
sample527,-4.702782046,-4.702782046,0.264802213,0.264356072,0.015364879,0.264802213,0.058056589,-0.581599306,0.019220125,0.581916803,3.108557655,0.581916803,0.581916803,0.185609473,-4.712368518,-3.262178954,-0.041816552,1.123410175,2.672501899,1,12.274,29.523,19.453,1.169,0.702,0.658910002,0.600513259,950.8473561,4.19E-11,1.039436635,35.35571719,1.363585348,0.196386368,6.94338087,1.348373701,0.735804369,1.264449428,(29.523-19.453j),(1.169-0.702j),(0.19634344335532042+0.00410580125525758j),(5.876517629997651-3.6982534331320784j),(1.347443432275414+0.050078288544638645j),(0.26435607171949854+0.015364878545820627j),(-0.7356439282805014+0.015364878545820627j),(1.2643560717194986+0.015364878545820627j),(-0.5815993056452058+0.01922012460172224j)
