materials,RL,RL_z_xy,zin/z0,x,y,r,theta,a_1,b_1,r_1,tehta_1,z_xy,z,r1,RL_r,RL_r1,theta_eu1,theta_eu2,theta1,d,f,e1,e2,u1,u2,tane,tanu,ac,C0,dm,e12,u12,sqrt_eu1,sqrt_eu2,tanh_eu,z1,z2,e_c,u_c,sqrt_eu1_c,sqrt_eu2_c,tanh_eu_c,zin/z0_c,z1_c,z2_c,z_c
sample966,-1.721520351,-1.721520351,0.098814682,0.098776302,0.002753824,0.098814682,0.027872183,-0.820195279,0.004561891,0.820207965,3.136030753,0.820207965,0.820207965,0.117076015,-1.722206923,-2.043188238,-0.138721137,0.762486044,2.263125476,1,8.641,138.084,66.805,2.013,0.649,0.483799716,0.322404372,1213.072088,1.85E-11,0.520252367,153.3952381,2.115034279,0.11742289,18.01211223,0.841528273,0.901227905,1.098779753,(138.084-66.805j),(2.013-0.649j),(0.1171405493480026+0.008137989578317245j),(16.718894009949075-6.701848246260956j),(0.8408041213721822-0.03490363393375194j),(0.09877630208080034+0.002753824323891719j),(-0.9012236979191997+0.002753824323891719j),(1.0987763020808003+0.002753824323891719j),(-0.8201952786616925+0.004561891281345484j)
sample1041,-1.758077057,-1.758077057,0.100864042,0.100859054,-0.001003166,0.100864042,-0.00994589,-0.816761494,-0.001655538,0.816763172,-3.139565703,0.816763172,0.816763172,0.101024209,-1.75816641,-1.760977437,0.008663666,1.691866434,3.266198267,1,11.644,104.501,116.961,1.058,1.205,1.119233309,1.138941399,2895.686512,9.25E-11,0.612162023,156.8449378,1.603555113,0.101112929,15.85905111,0.997538525,0.899141506,1.100859511,(104.501-116.961j),(1.058-1.205j),(0.10111198059736763-0.0004380029414253736j),(10.515073822373463-11.87193010803061j),(0.9975228051417108-0.00560020886920486j),(0.10085905361096309-0.001003166133315207j),(-0.899140946389037-0.001003166133315207j),(1.100859053610963-0.001003166133315207j),(-0.8167614942716281-0.001655537643430684j)
sample751,-7.88520784,-7.88520784,0.458720603,0.435803306,0.143178458,0.458720603,0.317429623,-0.379233225,0.137537284,0.40340345,2.793673624,0.40340345,0.40340345,0.136424369,-8.611012417,-2.38480319,0.106719328,0.428165555,2.051525219,1,8.515,53.83,8.727,1.208,0.331,0.162121494,0.274006623,313.180393,2.66E-11,1.091544204,54.53282891,1.252527445,0.151553026,8.264615227,3.026799373,0.582080734,1.442924531,(53.83-8.727j),(1.208-0.331j),(0.15133732203587605-0.008082981512078228j),(8.075947865535301-1.7558277042022612j),(2.8211030417283154+1.0967643645652616j),(0.43580330560431474+0.14317845810772833j),(-0.5641966943956853+0.14317845810772833j),(1.4358033056043147+0.14317845810772833j),(-0.37923322509556645+0.13753728367202553j)
sample740,-3.713493942,-3.713493942,0.210886297,0.210595284,-0.011075042,0.210886297,-0.05254082,-0.651941531,-0.015112665,0.652116671,-3.118415791,0.652116671,0.652116671,0.151920163,-3.719275582,-2.659712849,-0.021121184,1.04250888,2.601948287,1,12.316,40.834,24.025,1.037,0.581,0.588357741,0.56027001,964.0845887,4.39E-11,0.935193795,47.37738048,1.188667321,0.158396157,7.504394974,1.331385187,0.789482402,1.210645942,(40.834-24.025j),(1.037-0.581j),(0.15838732395809033+0.0016727261209972487j),(6.50777523156162-3.7369513596683177j),(1.3287354198942096-0.0839565429466754j),(0.21059528370778888-0.01107504172134511j),(-0.7894047162922111-0.01107504172134511j),(1.210595283707789-0.01107504172134511j),(-0.651941531174516-0.015112665335144802j)
sample258,-1.824477845,-1.824477845,0.35689329,0.116691598,0.337277173,0.35689329,1.23770611,-0.641281147,0.495720275,0.81054309,2.483523597,0.81054309,0.81054309,0.179771039,-6.485253087,-3.157252626,0.186266806,0.223509223,1.886642626,1,10.006,20.136,0.375,1.102,0.229,0.018623361,0.207803993,111.2896357,1.88E-11,1.59013406,20.13949158,1.125542092,0.236404979,4.761076084,1.509669094,0.945510246,1.166514473,(20.136-0.375j),(1.102-0.229j),(0.2353804514944554-0.0219853850270778j),(4.7313762519072-0.5309653822156593j),(0.3587889810967022+1.466414416251773j),(0.11669159791233015+0.33727717348243663j),(-0.8833084020876698+0.33727717348243663j),(1.1166915979123302+0.33727717348243663j),(-0.6412811470821435+0.495720275152761j)
sample336,-2.332500804,-2.332500804,0.33026423,0.145435664,0.296518008,0.33026423,1.11479501,-0.636400027,0.423613558,0.764495546,2.554300891,0.764495546,0.764495546,0.184750253,-5.960688372,-3.246722746,0.272738485,0.333969162,2.040338404,1,8.872,20.147,0.617,1.214,0.38,0.030624907,0.313014827,156.4121534,2.91E-11,1.70818761,20.15644557,1.272083331,0.25121803,5.063662549,1.314651779,0.904545816,1.183193048,(20.147-0.617j),(1.214-0.38j),(0.24888575091919107-0.03415232970479475j),(4.993229236341083-0.8416294948796407j),(0.41308632076657387+1.2480661004391729j),(0.14543566409401068+0.29651800838122944j),(-0.8545643359059893+0.29651800838122944j),(1.1454356640940107+0.29651800838122944j),(-0.63640002688681+0.4236135577909184j)
sample16,-2.891517348,-2.891517348,0.367078102,0.182196325,0.318670412,0.367078102,1.051416176,-0.577167079,0.425137917,0.716843139,2.506726614,0.716843139,0.716843139,0.178288088,-6.688864093,-3.13063808,0.214878008,0.35991994,2.037358944,1,8.809,24.887,1.808,1.245,0.368,0.072648371,0.295582329,187.9838561,2.70E-11,1.52853039,24.9525877,1.298248435,0.228097806,5.691630517,1.609301324,0.877697945,1.224393312,(24.887-1.808j),(1.245-0.368j),(0.22678258980256097-0.0244594811126634j),(5.599715570564639-1.0187460288138843j),(0.6443462940388686+1.4746757621006523j),(0.18219632524222046+0.3186704124391928j),(-0.8178036747577795+0.3186704124391928j),(1.1821963252422205+0.3186704124391928j),(-0.5771670785776366+0.42513791718382743j)
sample690,-5.448730743,-5.448730743,0.304388076,0.30386436,0.017848006,0.304388076,0.058669345,-0.533614522,0.020992951,0.534027305,3.102271889,0.534027305,0.534027305,0.132801955,-5.460796043,-2.32071399,0.033093075,0.646424217,2.232970754,1,10.321,49.325,15.619,1.01,0.357,0.31665484,0.353465347,511.2114891,3.39E-11,1.028858442,51.7388518,1.071237135,0.14389126,7.444768592,2.115403503,0.696364402,1.303986511,(49.325-15.619j),(1.01-0.357j),(0.14387156289633182-0.002380793493955524j),(7.059279226279477-2.364562579967163j),(2.109422450758569+0.1589619564684508j),(0.3038643603909924+0.017848005871404962j),(-0.6961356396090076+0.017848005871404962j),(1.3038643603909925+0.017848005871404962j),(-0.5336145218991134+0.020992951278397703j)
sample325,-2.104542439,-2.104542439,0.339282226,0.132509777,0.312335697,0.339282226,1.169557425,-0.641161557,0.452617143,0.784825089,2.526895856,0.784825089,0.784825089,0.190603845,-6.137122299,-3.352122874,0.22563296,0.303811477,1.986627957,1,8.431,20.251,0.792,1.328,0.36,0.03910918,0.271084337,141.1227827,2.42E-11,1.714234667,20.26648132,1.375930231,0.260560771,5.28064999,1.302123205,0.922004813,1.174790187,(20.251-0.792j),(1.328-0.36j),(0.2589043773809859-0.02933323305498069j),(5.219840625762801-0.7990795694821546j),(0.37037613989421053+1.248337436500058j),(0.13250977685219686+0.31233569712890247j),(-0.8674902231478031+0.31233569712890247j),(1.1325097768521968+0.31233569712890247j),(-0.6411615574766087+0.4526171425913528j)
sample831,-3.75345535,-3.75345535,0.216183864,0.21306402,-0.036594896,0.216183864,-0.170095756,-0.64721852,-0.049692176,0.649123351,-3.064964938,0.649123351,0.649123351,0.1305753,-3.815700745,-2.281350376,-0.06321216,0.751548805,2.289942726,1,11.728,52.125,22.493,0.996,0.357,0.431520384,0.358433735,698.7564117,3.07E-11,0.886941501,56.77103728,1.05804773,0.136517779,7.750255941,1.583558311,0.787786407,1.21361588,(52.125-22.493j),(0.996-0.357j),(0.13644959820028685+0.004314073493282332j),(7.209471761274351-2.8442897314817106j),(1.5514549223340486-0.31724524927886516j),(0.21306402009912187-0.03659489623858727j),(-0.7869359799008782-0.03659489623858727j),(1.2130640200991218-0.03659489623858727j),(-0.6472185200999938-0.049692176032401794j)
sample223,-2.027054635,-2.027054635,0.314615211,0.125958177,0.288300657,0.314615211,1.158890711,-0.666976001,0.426827822,0.791857926,2.572318625,0.791857926,0.791857926,0.181788319,-5.657283834,-3.193480356,0.250665024,0.311966809,2.00729932,1,8.599,20.091,0.616,1.225,0.354,0.030660495,0.288979592,141.6676845,2.74E-11,1.756931652,20.10044121,1.275123916,0.251868236,5.062662669,1.249126196,0.920362091,1.162281844,(20.091-0.616j),(1.225-0.354j),(0.24989262089448888-0.03148469914580313j),(5.001198071717362-0.7864929450093359j),(0.3530864428373145+1.1981845506212527j),(0.1259581767003881+0.28830065724483556j),(-0.8740418232996119+0.28830065724483556j),(1.1259581767003881+0.28830065724483556j),(-0.6669760006465926+0.4268278223318616j)
sample180,-4.323823942,-4.323823942,0.561060419,0.302653949,0.472429234,0.561060419,1.001033913,-0.356862865,0.492089003,0.60786733,2.198235493,0.60786733,0.60786733,0.179627744,-11.02029935,-3.154680267,0.167628182,0.255786609,1.909600699,1,11.119,25.347,1.118,1.112,0.239,0.044107784,0.214928058,159.5830401,1.74E-11,1.269668166,25.37164427,1.137393951,0.211729392,5.371922814,2.649893876,0.842306889,1.385675536,(25.347-1.118j),(1.112-0.239j),(0.210986148692176-0.01772513687790545j),(5.328049207871087-0.6851615586821223j),(1.2376252693318466+2.3431221146601042j),(0.302653949304441+0.472429233585141j),(-0.697346050695559+0.472429233585141j),(1.3026539493044411+0.472429233585141j),(-0.35686286474131296+0.4920890030787948j)
sample100,-8.412597205,-8.412597205,0.587759184,0.503242899,0.303656785,0.587759184,0.542915779,-0.278296763,0.258217408,0.379638405,2.393602614,0.379638405,0.379638405,0.187269918,-11.71267288,-3.292062589,0.209007969,0.416256563,2.090760548,1,12.169,25.02,2.602,1.089,0.352,0.103996803,0.323232323,282.6109436,2.44E-11,1.179937907,25.15493598,1.144475863,0.21330042,5.36555841,2.755546303,0.582215648,1.533605769,(25.02-2.602j),(1.089-0.352j),(0.21213674389153356-0.022250192795642516j),(5.249766330511908-1.1086796313527458j),(2.1979413119954634+1.6619534935668476j),(0.5032428988406569+0.3036567846790233j),(-0.49675710115934313+0.3036567846790233j),(1.5032428988406568+0.3036567846790233j),(-0.2782967633520567+0.2582174080612325j)
sample522,-4.58588976,-4.58588976,0.258660801,0.258099288,0.017034311,0.258660801,0.065903485,-0.589408275,0.021520142,0.58980101,3.10509743,0.58980101,0.58980101,0.186218944,-4.597834856,-3.273145604,-0.191565575,1.084529401,2.558746614,1,12.085,30.872,22.892,1.316,0.63,0.741513345,0.478723404,978.306621,3.01E-11,0.973004066,38.43337154,1.459025702,0.1948396,7.488342734,1.327557649,0.742096243,1.258214602,(30.872-22.892j),(1.316-0.63j),(0.19394652041106322+0.0186337573545824j),(6.414080951491444-3.8645623881993916j),(1.3269650898643326-0.0396605943552982j),(0.2580992877778963+0.01703431122988886j),(-0.7419007122221037+0.01703431122988886j),(1.2580992877778963+0.01703431122988886j),(-0.589408275348841+0.021520141928919646j)
sample23,-2.599713631,-2.599713631,0.356818064,0.163841585,0.316978021,0.356818064,1.093731147,-0.599779718,0.435707931,0.741334682,2.513336917,0.741334682,0.741334682,0.17249348,-6.483755569,-3.026780248,0.209019102,0.325650279,2.00015983,1,9.082,24.768,1.446,1.172,0.321,0.058381783,0.273890785,169.3334389,2.57E-11,1.531725224,24.81017412,1.215164598,0.22131082,5.490759989,1.612293802,0.894223664,1.206234762,(24.768-1.446j),(1.172-0.321j),(0.22010331441857817-0.023087013873746842j),(5.4181350694579065-0.8900885522742258j),(0.586869995649191+1.501690684933031j),(0.16384158485232878+0.3169780212536263j),(-0.8361584151476712+0.3169780212536263j),(1.1638415848523287+0.3169780212536263j),(-0.599779717710189+0.4357079313554534j)
sample357,-2.088505924,-2.088505924,0.350629206,0.13246153,0.324645627,0.350629206,1.183396333,-0.631948968,0.467834961,0.786275428,2.504325294,0.786275428,0.786275428,0.181616092,-6.360867694,-3.190386305,0.218764566,0.266613251,1.945995534,1,9.712,20.143,0.482,1.131,0.28,0.023928908,0.247568523,131.0133175,2.25E-11,1.616849455,20.14876604,1.165144197,0.240472607,4.845226293,1.458083774,0.926292491,1.178076356,(20.143-0.482j),(1.131-0.28j),(0.23903547519504664-0.026251022896912404j),(4.802238583817513-0.6439894532565191j),(0.4001711173448996+1.4020953493011483j),(0.13246153031202967+0.32464562692486093j),(-0.8675384696879703+0.32464562692486093j),(1.1324615303120296+0.32464562692486093j),(-0.6319489680884104+0.46783496098844396j)
sample733,-3.672492142,-3.672492142,0.209928717,0.208446574,-0.024901644,0.209928717,-0.118899474,-0.654314855,-0.034089351,0.655202269,-3.089540407,0.655202269,0.655202269,0.145899837,-3.701870154,-2.552757061,-0.176818439,0.837547,2.31913778,1,12.043,46.375,25.769,1.146,0.393,0.555665768,0.342931937,822.4216283,2.48E-11,0.853694888,53.05357656,1.211513516,0.15111473,8.017176878,1.389200889,0.791945022,1.208703112,(46.375-25.769j),(1.146-0.393j),(0.15052454346358446+0.013342538156004223j),(7.324399568865803-3.2601067535284125j),(1.3594558774251038-0.28593500522961396j),(0.2084465740257138-0.024901644206496633j),(-0.7915534259742862-0.024901644206496633j),(1.2084465740257138-0.024901644206496633j),(-0.6543148551780951-0.03408935141578742j)
sample945,-1.649836391,-1.649836391,0.094712576,0.094688145,0.002151137,0.094712576,0.022714221,-0.826997293,0.003590175,0.827005086,3.137251463,0.827005086,0.827005086,0.094374719,-1.650272404,-1.644350284,-0.123367051,1.388585898,2.896902372,1,12.043,93.708,88.35,0.933,0.684,0.942822384,0.733118971,1970.239416,6.52E-11,0.665591542,128.790185,1.156868618,0.094776493,12.20628213,0.999325601,0.905314411,1.094690258,(93.708-88.35j),(0.933-0.684j),(0.09459624509594577+0.0058424416584919245j),(9.38060465597865-7.810094731292846j),(0.9985669059875005-0.03893316755317655j),(0.09468814454350356+0.0021511374301109495j),(-0.9053118554564964+0.0021511374301109495j),(1.0946881445435035+0.0021511374301109495j),(-0.8269972932553294+0.003590175231021464j)
sample1052,-1.697804809,-1.697804809,0.097505411,0.097425048,0.003957928,0.097505411,0.040603038,-0.822424219,0.00657268,0.822450482,3.133600987,0.822450482,0.822450482,0.096890381,-1.699241268,-1.688455194,-0.120156811,1.586384137,3.096305731,1,12.085,86.653,99.293,0.925,0.833,1.145869156,0.900540541,2310.48748,8.06E-11,0.692727318,131.7871096,1.244794762,0.097187947,12.80811867,1.003266493,0.90258363,1.097432185,(86.653-99.293j),(0.925-0.833j),(0.09701260426266498+0.005835385060371164j),(8.985846085972142-9.127018893416452j),(1.003076234254501-0.019537748723130344j),(0.09742504804602838+0.003957928186721649j),(-0.9025749519539716+0.003957928186721649j),(1.0974250480460284+0.003957928186721649j),(-0.8224242187324413+0.006572680472646529j)
sample341,-2.111632834,-2.111632834,0.31782308,0.131258072,0.289452636,0.31782308,1.145060539,-0.659310787,0.42456438,0.784184689,2.569480988,0.784184689,0.784184689,0.178586158,-5.719201744,-3.135986382,0.258407159,0.312187571,2.011391151,1,9.082,20.114,0.541,1.149,0.337,0.026896689,0.29329852,145.1702706,2.81E-11,1.716646619,20.12127424,1.197401353,0.243945119,4.90848663,1.302846647,0.915693926,1.167701869,(20.114-0.541j),(1.149-0.337j),(0.24191179270359658-0.031430962820071746j),(4.848809647554484-0.7630766660155687j),(0.3806989924674029+1.2459846154186314j),(0.13125807186984684+0.2894526361191408j),(-0.8687419281301532+0.2894526361191408j),(1.1312580718698468+0.2894526361191408j),(-0.6593107866609356+0.42456437950189624j)
sample432,-6.928491029,-6.928491029,0.443818802,0.396637628,0.199132421,0.443818802,0.465287271,-0.40347932,0.200107909,0.450376217,2.681185636,0.450376217,0.450376217,0.138692095,-8.285927788,-2.424957453,0.028241094,0.440428087,2.024548634,1,8.473,50.674,10.594,1.219,0.291,0.209061846,0.238720263,312.2848686,2.31E-11,1.125485708,51.76955777,1.253252568,0.155590141,8.054832788,2.852486662,0.635373806,1.410762341,(50.674-10.594j),(1.219-0.291j),(0.15557462960248383-0.0021969449080739395j),(7.86031434612013-1.7594856122804523j),(2.530920776047178+1.3157204037576566j),(0.39663762752825504+0.1991324209633525j),(-0.603362372471745+0.1991324209633525j),(1.396637627528255+0.1991324209633525j),(-0.4034793199509621+0.20010790862655647j)
sample605,-4.508296878,-4.508296878,0.254794227,0.253960183,0.020599108,0.254794227,0.080934386,-0.594516687,0.026193513,0.595093431,3.09756263,0.595093431,0.595093431,0.158069105,-4.525926018,-2.769160583,-0.114613639,0.948786247,2.461479427,1,11.161,38.043,22.377,1.142,0.506,0.588202823,0.443082312,792.9544879,3.48E-11,1.018821494,44.13615273,1.249079661,0.168227826,7.424929003,1.514578374,0.746324146,1.254129365,(38.043-22.377j),(1.142-0.506j),(0.16795166504720502+0.009635325804368407j),(6.604994878915172-3.3916977091857197j),(1.5141556284274158+0.035782470924236184j),(0.2539601831695412+0.02059910836964501j),(-0.7460398168304587+0.02059910836964501j),(1.2539601831695413+0.02059910836964501j),(-0.5945166870758085+0.026193512740779776j)
sample915,-1.451870999,-1.451870999,0.083413903,0.083382797,0.002277803,0.083413903,0.02731063,-0.846061397,0.003881328,0.8460703,3.13700516,0.8460703,0.8460703,0.094695517,-1.452422772,-1.649973367,-0.256495108,0.833762772,2.275515218,1,10.846,121.905,73.926,1.236,0.367,0.606423034,0.296925566,1247.246637,2.21E-11,0.562965839,142.5688693,1.2893351,0.095097818,13.55798832,0.877137928,0.916620034,1.083385191,(121.905-73.926j),(1.236-0.367j),(0.09431683127739729+0.012162657636226015j),(12.396829945286761-5.489777289868741j),(0.8726734644307993-0.08838534352308282j),(0.08338279657831295+0.002277803043629671j),(-0.9166172034216871+0.002277803043629671j),(1.083382796578313+0.002277803043629671j),(-0.8460613971491068+0.0038813282640578835j)
sample204,-8.445377381,-8.445377381,0.597948282,0.508886651,0.313968987,0.597948282,0.552805776,-0.270472645,0.264359824,0.378208366,2.367623406,0.378208366,0.378208366,0.18866972,-11.98561594,-3.317270306,0.198226911,0.410419339,2.079532795,1,12.085,25.015,2.664,1.108,0.348,0.106496102,0.314079422,278.8233368,2.35E-11,1.178025926,25.15645287,1.161364714,0.214861999,5.405165743,2.782941078,0.582896943,1.541205843,(25.015-2.664j),(1.108-0.348j),(0.21380751634119788-0.02126086590221319j),(5.29175607451157-1.101423784076814j),(2.2122178597150928+1.6884469734634568j),(0.5088866508771288+0.31396898660815054j),(-0.4911133491228712+0.31396898660815054j),(1.5088866508771288+0.31396898660815054j),(-0.27047264483365946+0.2643598235692013j)
sample835,-3.674640635,-3.674640635,0.210153095,0.208573931,-0.025714558,0.210153095,-0.122668486,-0.654094098,-0.035193792,0.655040222,-3.08783909,0.655040222,0.655040222,0.139639422,-3.705947902,-2.441739218,-0.156364799,0.815224904,2.307042504,1,11.875,48.413,25.562,1.091,0.373,0.527998678,0.341888176,783.4485599,2.64E-11,0.868449653,54.74700369,1.153000434,0.145122435,7.945018502,1.448108933,0.79184371,1.208847462,(48.413-25.562j),(1.091-0.373j),(0.14467913165135338+0.011334465035125666j),(7.294082395864853-3.149552507526356j),(1.4189978568186774-0.288902342475005j),(0.20857393123900658-0.025714558448296072j),(-0.7914260687609934-0.025714558448296072j),(1.2085739312390067-0.025714558448296072j),(-0.6540940984330058-0.03519379185146893j)
sample94,-9.345316085,-9.345316085,0.670372099,0.573730665,0.346744683,0.670372099,0.543625369,-0.212025767,0.267049184,0.340984153,2.241842089,0.340984153,0.340984153,0.189903029,-14.09578524,-3.339491233,0.147927601,0.369850511,2.013814312,1,11.917,25.974,2.894,1.163,0.308,0.111419111,0.26483233,257.3781425,1.91E-11,1.144314556,26.13472617,1.203093097,0.214555988,5.607362004,3.124462309,0.549488327,1.611477608,(25.974-2.894j),(1.163-0.308j),(0.21396937617992315-0.015854911001363152j),(5.511756464459379-1.0310428330141042j),(2.5473018441918813+1.8092866092245081j),(0.5737306647089174+0.3467446830731859j),(-0.4262693352910826+0.3467446830731859j),(1.5737306647089175+0.3467446830731859j),(-0.21202576654525682+0.26704918428656504j)
sample621,-4.272458189,-4.272458189,0.241330641,0.241126016,0.009935924,0.241330641,0.041183054,-0.611336645,0.012899671,0.611472726,3.120495018,0.611472726,0.611472726,0.159837925,-4.276698622,-2.800684641,-0.166131466,0.96983603,2.456770297,1,11.791,37.364,23.843,1.153,0.49,0.638127609,0.424978317,857.9228964,3.13E-11,0.968455483,44.32332507,1.252800463,0.168122092,7.451730146,1.435448711,0.758939027,1.241165787,(37.364-23.843j),(1.153-0.49j),(0.1675424115163498+0.013949130628201212j),(6.5926437854650946-3.473518400992218j),(1.4341898926610253-0.06010286248193539j),(0.24112601586869237+0.009935923639115515j),(-0.7588739841313077+0.009935923639115515j),(1.2411260158686923+0.009935923639115515j),(-0.6113366445304538+0.01289967146950615j)
sample69,-4.451170934,-4.451170934,0.510925897,0.297518214,0.415365121,0.510925897,0.949226773,-0.398126186,0.447572024,0.59902018,2.297793503,0.59902018,0.59902018,0.17989211,-9.797369955,-3.159426133,0.183419346,0.308655277,1.970364951,1,10.93,25.008,1.568,1.111,0.279,0.062699936,0.251125113,188.5510371,2.07E-11,1.300933105,25.05710853,1.145496399,0.213811661,5.357501992,2.389607259,0.816093649,1.362380894,(25.008-1.568j),(1.111-0.279j),(0.21291314185608487-0.019581122204643638j),(5.29382865192009-0.8235325105240692j),(1.2077372353626206+2.061939286878716j),(0.29751821447256527+0.41536512148910865j),(-0.7024817855274348+0.41536512148910865j),(1.2975182144725652+0.41536512148910865j),(-0.398126185659955+0.4475720236419311j)
sample683,-4.515232351,-4.515232351,0.254218627,0.254218535,-0.000215963,0.254218627,-0.000849515,-0.594618389,-0.000274576,0.594618453,-3.141130886,0.594618453,0.594618453,0.137800655,-4.51523429,-2.409169824,0.243586788,0.847776848,2.539570242,1,10.048,48.817,15.213,0.975,0.592,0.311633243,0.607179487,661.1499785,6.20E-11,1.081195326,51.13252251,1.140652883,0.149357881,7.637045189,1.702077093,0.745781496,1.254218554,(48.817-15.213j),(0.975-0.592j),(0.1482514893895121-0.018145863960906974j),(6.961139929090535-3.1411765490622434j),(1.6896437596560503+0.20535431630753792j),(0.2542185353942059-0.0002159625599566159j),(-0.7457814646057941-0.0002159625599566159j),(1.254218535394206-0.0002159625599566159j),(-0.5946183892692447-0.0002745756499223177j)
sample285,-2.842779548,-2.842779548,0.401722982,0.183545293,0.357340846,0.401722982,1.096294716,-0.548664731,0.467579203,0.720876756,2.435815245,0.720876756,0.720876756,0.182749932,-7.395197473,-3.210759331,0.240408133,0.28898198,1.979186046,1,11.077,20.048,0.487,1.033,0.28,0.0242917,0.271055179,154.7839824,2.37E-11,1.486838485,20.05391416,1.070275198,0.231019242,4.632840052,1.738915677,0.891229919,1.236313852,(20.048-0.487j),(1.033-0.28j),(0.22935225033850495-0.02770262706530119j),(4.584562735405545-0.6670768133200101j),(0.6032848402143304+1.630912362500173j),(0.18354529265279365+0.35734084550169476j),(-0.8164547073472064+0.35734084550169476j),(1.1835452926527936+0.35734084550169476j),(-0.5486647310562887+0.4675792027814312j)
sample881,-1.606037892,-1.606037892,0.094020362,0.092219653,-0.018312944,0.094020362,-0.196029436,-0.830618874,-0.030693478,0.831185781,-3.104656918,0.831185781,0.831185781,0.08892754,-1.638139358,-1.548921262,0.188808303,1.184089223,2.848493374,1,9.481,127.536,69.283,0.908,0.744,0.543242692,0.81938326,1446.664134,9.52E-11,0.734612257,145.1398132,1.173882447,0.089932988,13.05285713,1.045449099,0.907965044,1.092373167,(127.536-69.283j),(0.908-0.744j),(0.08953253798246984-0.00847744229982252j),(10.83127912927367-7.284261910189621j),(1.040055202076329-0.1060612811263975j),(0.09221965349276998-0.018312943645150924j),(-0.90778034650723-0.018312943645150924j),(1.09221965349277-0.018312943645150924j),(-0.8306188738382736-0.030693478335740154j)
sample435,-7.513077146,-7.513077146,0.456541416,0.422232736,0.173636348,0.456541416,0.390152968,-0.38558705,0.16916238,0.421062091,2.728163826,0.421062091,0.421062091,0.138400916,-8.563127713,-2.419800159,0.010824196,0.435350163,2.010762261,1,8.599,51.543,11.108,1.221,0.277,0.215509381,0.226863227,316.0604848,2.16E-11,1.09870477,52.72635501,1.252026358,0.154096531,8.124948382,2.962697567,0.603294781,1.432792915,(51.543-11.108j),(1.221-0.277j),(0.15409427386650637-0.0008339814171236523j),(7.933217292319928-1.7546650982919572j),(2.7339150235310337+1.1416153097378188j),(0.42223273631757247+0.1736363478633159j),(-0.5777672636824276+0.1736363478633159j),(1.4222327363175724+0.1736363478633159j),(-0.3855870503893831+0.16916238034236575j)
sample154,-2.386548881,-2.386548881,0.333757734,0.148954566,0.298675011,0.333757734,1.108174944,-0.630528389,0.423861916,0.759753231,2.54974641,0.759753231,0.759753231,0.159257222,-6.028895396,-2.790333293,0.219386697,0.304620097,1.984313446,1,10.09,24.295,1.036,0.977,0.262,0.042642519,0.268167861,159.0414235,2.72E-11,1.524666076,24.31707879,1.011520143,0.20395369,4.959557946,1.636438811,0.901934084,1.187140833,(24.295-1.036j),(0.977-0.262j),(0.20272787003340578-0.022327523730124373j),(4.902142287877185-0.7524732623779802j),(0.5656299185329684+1.535576366152084j),(0.14895456636603632+0.298675010555136j),(-0.8510454336339637+0.298675010555136j),(1.1489545663660363+0.298675010555136j),(-0.6305283887230098+0.42386191583936406j)
sample76,-4.608382943,-4.608382943,0.594249221,0.328681755,0.495076198,0.594249221,0.984710619,-0.321745468,0.492491688,0.588275624,2.149488832,0.588275624,0.588275624,0.18086139,-11.88593704,-3.176830523,0.163336081,0.249232348,1.900900389,1,11.203,25.55,1.098,1.123,0.235,0.04297456,0.209260908,157.9978216,1.66E-11,1.248969896,25.57358215,1.147324714,0.211810454,5.416752056,2.805570779,0.834127465,1.417919478,(25.55-1.098j),(1.123-0.235j),(0.21110449410923404-0.01727892236296713j),(5.374747567736392-0.6732692009057492j),(1.355925947331718+2.45615394863856j),(0.32868175455106713+0.4950761976078634j),(-0.6713182454489328+0.4950761976078634j),(1.3286817545510672+0.4950761976078634j),(-0.32174546807553656+0.4924916883210742j)
sample802,-5.890816389,-5.890816389,0.326690323,0.326678797,-0.002744282,0.326690323,-0.008400353,-0.507517454,-0.003118353,0.507527034,-3.135448404,0.507527034,0.507527034,0.130992582,-5.891094109,-2.288725463,0.034943828,0.575277448,2.162749362,1,10.552,50.394,13.956,0.997,0.314,0.276937731,0.314944835,463.5891361,2.99E-11,1.002074152,52.29077521,1.045277475,0.141384974,7.393129884,2.310643872,0.673326796,1.326681635,(50.394-13.956j),(0.997-0.314j),(0.14136339423182148-0.0024701404444909497j),(7.089393608875096-2.0973477874589777j),(2.310548797748424+0.02096085951230031j),(0.3266787968548042-0.0027442817876131877j),(-0.6733212031451958-0.0027442817876131877j),(1.3266787968548042-0.0027442817876131877j),(-0.5075174541888545-0.003118352915451202j)
sample581,-4.18566944,-4.18566944,0.241107655,0.236893933,0.044879464,0.241107655,0.187230682,-0.614827554,0.058592409,0.617613141,3.046580659,0.617613141,0.617613141,0.135565789,-4.272585653,-2.369607071,0.081756951,0.918141493,2.529019968,1,10.195,43.413,19.293,0.93,0.508,0.444406053,0.546236559,671.4317747,5.76E-11,1.156999133,47.50693021,1.059699958,0.149352664,7.095286599,1.614351218,0.764424644,1.237707868,(43.413-19.293j),(0.93-0.508j),(0.1492278938022451-0.006103609012664543j),(6.36067362495553-3.1440297331935207j),(1.5725326176349699+0.3650630365901089j),(0.23689393250531984+0.044879463797688125j),(-0.7631060674946801+0.044879463797688125j),(1.2368939325053199+0.044879463797688125j),(-0.6148275544297018+0.058592408664940525j)
